species,long,lat,ID
DHOsim_all,116.3724686,4.871761639,57
DHOsim_all,116.9488739,4.556043631,58
DHOsim_all,116.8180965,4.645664852,59
DHOsim_all,116.6058286,5.783123373,60
DHOsim_all,116.6214707,5.716218092,61
DHOsim_all,116.2223027,5.779072873,62
DHOsim_all,115.7098359,4.859225903,63
DHOsim_all,116.7019269,4.48342164,64
DHOsim_all,116.4584088,5.775889163,65
DHOsim_all,115.9545776,4.575291587,66
DHOsim_all,116.0700079,4.703576872,67
DHOsim_all,116.4966886,5.767061318,68
DHOsim_all,116.5899142,5.680441138,69
DHOsim_all,115.9635492,5.389927155,70
DHOsim_all,116.4615858,5.14621658,71
DHOsim_all,116.1508221,4.694813934,72
DHOsim_all,116.6188242,4.887770564,73
DHOsim_all,116.0803109,5.412471927,74
DHOsim_all,116.035854,5.412456591,75
DHOsim_all,116.0430809,4.762641875,76
DHOsim_all,116.5213562,4.808971217,77
DHOsim_all,116.0724203,4.549311421,78
DHOsim_all,116.8784689,4.502973041,79
DHOsim_all,116.1621363,5.656332308,80
DHOsim_all,115.9195939,5.177324915,81
DHOsim_all,116.4922513,5.906858898,82
DHOsim_all,116.2579253,4.803857016,83
DHOsim_all,116.053443,5.032448188,84
DHOsim_all,116.511773,5.762897163,85
DHOsim_all,116.1302316,4.730773832,86
DHOsim_all,115.7450014,4.30481375,87
DHOsim_all,116.5931994,6.184784013,88
DHOsim_all,116.0573901,5.095944367,89
DHOsim_all,115.9961088,5.000530301,90
DHOsim_all,116.2518914,5.753916226,91
DHOsim_all,116.6124834,5.794277448,92
DHOsim_all,116.6880375,4.395207277,93
DHOsim_all,116.9098434,4.540206696,94
DHOsim_all,116.4659273,5.964165945,95
DHOsim_all,116.6056738,4.882592003,96
DHOsim_all,116.0156733,5.408330503,97
DHOsim_all,116.0673347,4.678961662,98
DHOsim_all,116.8335634,5.503402782,99
DHOsim_all,115.9589119,4.568210195,100
DHOsim_all,116.4730949,5.802517847,101
DHOsim_all,116.0632053,4.666000061,102
DHOsim_all,116.8351727,4.438458623,103
DHOsim_all,116.2200902,4.597485808,104
DHOsim_all,116.0814602,5.357265992,105
DHOsim_all,116.092612,4.642300116,106
DHOsim_all,115.6948117,4.178911933,107
DHOsim_all,116.707982,6.155688331,108
DHOsim_all,116.5097146,5.629075098,109
DHOsim_all,117.5923368,4.866154476,110
DHOsim_all,115.9167046,5.132967966,111
DHOsim_all,117.0145011,4.586005283,112
DHOsim_all,116.6745594,6.220728848,113
DHOsim_all,116.4645173,5.840491219,114
DHOsim_all,115.7990369,4.283382797,115
DHOsim_all,115.9661582,4.58689946,116
DHOsim_all,116.4594146,4.810858712,117
DHOsim_all,116.7650746,4.428940358,118
DHOsim_all,116.1477,5.719721679,119
DHOsim_all,116.4983261,5.901184637,120
DHOsim_all,116.9770743,4.63401535,121
DHOsim_all,116.1054626,5.478034984,122
DHOsim_all,116.2177188,5.647058333,123
DHOsim_all,116.1307283,5.49974446,124
DHOsim_all,116.5978991,5.880321959,125
DHOsim_all,116.0827032,4.736936124,126
DHOsim_all,116.1474269,5.746445669,127
DHOsim_all,116.0422041,4.93835745,128
DHOsim_all,116.1055236,4.646323229,129
DHOsim_all,115.7960905,4.285491577,130
DHOsim_all,115.8235407,4.240642762,131
DHOsim_all,117.0780124,4.626766352,132
DHOsim_all,116.3659166,4.776969253,133
DHOsim_all,115.8454163,4.283348564,134
DHOsim_all,116.3697509,4.638929629,135
DHOsim_all,116.5917563,5.843599341,136
DHOsim_all,116.5484305,4.874484704,137
DHOsim_all,115.6872548,4.852838491,138
DHOsim_all,116.7997252,4.489031268,139
DHOsim_all,116.8019664,4.474163002,140
DHOsim_all,116.6633319,6.117344964,141
DHOsim_all,116.5156856,5.903350655,142
DHOsim_all,116.4322947,4.782517808,143
DHOsim_all,116.7176034,4.388636922,144
DHOsim_all,116.0231471,5.437468361,145
DHOsim_all,116.1461804,4.756498753,146
DHOsim_all,115.676448,4.79823123,147
DHOsim_all,115.9780919,4.506731324,148
DHOsim_all,115.9685813,4.570574493,149
DHOsim_all,115.969089,5.428407729,150
DHOsim_all,116.3686464,4.853274488,151
DHOsim_all,116.669883,6.408448857,152
DHOsim_all,116.6873349,6.139958203,153
DHOsim_all,116.0176109,4.662819638,154
DHOsim_all,116.4917514,5.775900666,155
DHOsim_all,116.4653137,5.827983416,156
DHOsim_all,116.1431959,5.571732996,157
DHOsim_all,116.6637611,4.448395905,158
DHOsim_all,117.5852035,4.999923137,159
DHOsim_all,116.495324,5.655291886,160
DHOsim_all,116.5560258,5.635721862,161
DHOsim_all,116.8499674,5.500947012,162
DHOsim_all,116.0566834,5.37765214,163
DHOsim_all,115.9992578,5.420079419,164
DHOsim_all,116.6705751,4.47667957,165
DHOsim_all,116.0832337,5.576183069,166
DHOsim_all,116.9381922,4.497367521,167
DHOsim_all,116.1055197,5.431569256,168
DHOsim_all,115.6683141,4.817317055,169
DHOsim_all,116.6830565,6.34596325,170
DHOsim_all,116.1193755,5.449507303,171
DHOsim_all,116.816164,4.360540308,172
DHOsim_all,116.606561,4.893894789,173
DHOsim_all,116.4290927,5.872477573,174
DHOsim_all,116.541328,5.6674642,175
DHOsim_all,116.0149566,5.404864162,176
DHOsim_all,116.1781649,5.666083087,177
DHOsim_all,116.0438605,2.04388954,178
DHOsim_all,116.2953396,3.935475636,179
DHOsim_all,114.8229436,0.620141611,180
DHOsim_all,115.8458452,3.975667519,181
DHOsim_all,114.87631,1.33383798,182
DHOsim_all,115.3261644,2.468692571,183
DHOsim_all,114.2922799,1.311945757,184
DHOsim_all,113.4139467,0.285253706,185
DHOsim_all,114.0460248,1.241122223,186
DHOsim_all,115.9396489,2.828772412,187
DHOsim_all,112.6715838,-0.637113096,188
DHOsim_all,114.7948606,1.725953913,189
DHOsim_all,114.1353781,1.192860478,190
DHOsim_all,112.7275598,1.479729992,191
DHOsim_all,114.4399777,2.283406106,192
DHOsim_all,115.6092766,2.163145992,193
DHOsim_all,114.6351407,2.584454763,194
DHOsim_all,114.1642351,2.883252741,195
DHOsim_all,116.2950589,3.799170666,196
DHOsim_all,115.9296932,2.093529603,197
DHOsim_all,114.998636,1.294918549,198
DHOsim_all,115.6046945,1.407352155,199
DHOsim_all,115.3941865,3.594587065,200
DHOsim_all,115.4723549,1.004065318,201
DHOsim_all,115.6469247,1.133622375,202
DHOsim_all,115.7275435,3.758622689,203
DHOsim_all,113.1343233,0.531664611,204
DHOsim_all,116.3672629,1.226299635,205
DHOsim_all,115.2454465,2.870265619,206
DHOsim_all,115.3649237,4.325024667,207
DHOsim_all,116.0923965,0.979820675,208
DHOsim_all,115.6196237,3.434151566,209
DHOsim_all,114.7112476,1.573606149,210
DHOsim_all,115.0839547,3.596874179,211
DHOsim_all,116.1074459,1.435016127,212
DHOsim_all,114.5072744,2.167929889,213
DHOsim_all,113.0885225,0.318554001,214
DHOsim_all,114.8815646,2.638508192,215
DHOsim_all,115.4441235,3.704808489,216
DHOsim_all,115.5011819,3.087358571,217
DHOsim_all,116.036486,2.111643708,218
DHOsim_all,115.3187943,2.379407808,219
DHOsim_all,115.608941,3.505922961,220
DHOsim_all,114.1410148,1.157160958,221
DHOsim_all,115.2045126,2.863102799,222
DHOsim_all,116.0575745,2.016393817,223
DHOsim_all,114.8826375,1.366940362,224
DHOsim_all,114.8228865,2.570626301,225
DHOsim_all,116.0154197,2.075743937,226
DHOsim_all,114.853769,2.651901975,227
DHOsim_all,115.4355225,3.72650454,228
DHOsim_all,115.2954826,4.383889025,229
DHOsim_all,115.0803695,3.673990772,230
DHOsim_all,114.176458,1.264397541,231
DHOsim_all,114.7254856,1.606602809,232
DHOsim_all,114.723943,1.765855355,233
DHOsim_all,115.5037194,3.111754033,234
DHOsim_all,116.0744099,1.051513781,235
DHOsim_all,115.3029536,4.36865522,236
DHOsim_all,115.5638346,3.096880198,237
DHOsim_all,115.3043,4.397323595,238
DHOsim_all,114.6573523,2.59979125,239
DHOsim_all,115.7008083,3.398738066,240
DHOsim_all,112.7235934,1.406356763,241
DHOsim_all,114.7625837,0.67829941,242
DHOsim_all,114.4021677,2.370683614,243
DHOsim_all,115.6151747,3.357620269,244
DHOsim_all,115.8052909,3.951482675,245
DHOsim_all,116.2880801,4.021655276,246
DHOsim_all,114.6696016,2.51198689,247
DHOsim_all,115.3583778,4.342831531,248
DHOsim_all,115.646839,3.459099179,249
DHOsim_all,115.7918047,3.795948587,250
DHOsim_all,115.9570201,2.095133087,251
DHOsim_all,114.9575158,2.591335341,252
DHOsim_all,114.6943855,1.623858598,253
DHOsim_all,114.4311615,2.283676111,254
DHOsim_all,115.3474536,4.369914807,255
DHOsim_all,114.6205405,2.595035955,256
DHOsim_all,116.2941829,3.998633199,257
DHOsim_all,116.0466331,0.961661592,258
DHOsim_all,115.606856,3.525560706,259
DHOsim_all,115.6314632,3.355821035,260
DHOsim_all,115.5923111,2.077490868,261
DHOsim_all,113.1448824,0.291529864,262
DHOsim_all,116.0663529,0.968892988,263
DHOsim_all,115.539344,1.397906391,264
DHOsim_all,114.8704523,1.722913095,265
DHOsim_all,113.0733641,0.572310108,266
DHOsim_all,114.9100622,2.562761112,2677
DHOsim_all,115.5770434,2.090351333,268
DHOsim_all,113.0765784,0.569602642,269
DHOsim_all,116.0280838,1.480948072,270
DHOsim_all,115.4202663,0.982625995,271
DHOsim_all,114.4613708,2.350617597,272
DHOsim_all,114.6149591,2.558013816,273
DHOsim_all,115.9315881,2.176160167,274
DHOsim_all,115.5653754,3.378705893,275
DHOsim_all,114.6730149,1.65974114,276
DHOsim_all,113.0628755,0.292060897,277
DHOsim_all,114.6693845,2.500248794,278
DHOsim_all,116.0057166,0.933541479,279
DHOsim_all,115.3576397,4.28086809,280
DHOsim_all,116.0072541,1.987254097,281
DHOsim_all,115.4051183,3.516675294,282
DHOsim_all,115.9363803,3.957292036,283
DHOsim_all,116.3941406,1.196449985,284
DHOsim_all,114.5427036,2.556291498,285
DHOsim_all,115.4431137,0.960400775,286
DHOsim_all,115.0439056,3.555692959,287
DHOsim_all,116.2758865,1.200690861,288
DHOsim_all,116.0018459,2.113999819,289
DHOsim_all,115.3028292,2.95016199,290
DHOsim_all,113.1333059,0.503937972,291
